Idade;Sexo;Tipo de Assinatura;Valor da Assinatura;Modalidade;Cidade de Entrega;Nome do Bairro;Número Exemplares;Número Exemplares Entregues;Quantidade Parcelas Contrato;Data de Validade Inicial;Data de Validade Final
82;M;Impressa;1251,75;Anual;São José do Rio Preto;São Francisco;261;252;11;15/04/2023 00:00;13/04/2024 00:00
48;M;Combo;468;Anual;São José do Rio Preto;Higienópolis;104;102;1;15/04/2023 00:00;13/04/2024 00:00
56;M;Combo;468;Anual;São José do Rio Preto;Roseiral;104;102;12;15/04/2023 00:00;12/04/2024 00:00
83;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;252;10;15/04/2023 00:00;13/04/2024 00:00
82;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;253;3;15/04/2023 00:00;13/04/2024 00:00
83;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;256;1;15/04/2023 00:00;13/04/2024 00:00
66;F;Combo;468;Anual;São José do Rio Preto;Residencial Marcia;104;102;12;15/04/2023 00:00;12/04/2024 00:00
78;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Anchieta;261;253;12;15/04/2023 00:00;13/04/2024 00:00
95;M;Impressa;1251,75;Anual;NEVES PAULISTA;Centro;261;253;12;15/04/2023 00:00;13/04/2024 00:00
81;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;253;4;15/04/2023 00:00;13/04/2024 00:00
81;M;Combo;468;Anual;São José do Rio Preto;Parque Residencial Damha;104;102;12;15/04/2023 00:00;12/04/2024 00:00
78;M;Impressa;1251,75;Anual;Mirassol;AEROPORTO;261;252;1;15/04/2023 00:00;13/04/2024 00:00
84;M;Impressa;1251,75;Anual;José Bonifácio;A DEFINIR;261;253;12;15/04/2023 00:00;13/04/2024 00:00
51;M;Combo;468;Anual;Monte Aprazível;A DEFINIR;104;102;1;15/04/2023 00:00;13/04/2024 00:00
51;M;Impressa;1251,75;Anual;Cedral;A DEFINIR;261;253;11;15/04/2023 00:00;13/04/2024 00:00
49;M;Combo;468;Anual;São José do Rio Preto;Parque Residencial Damha;104;102;12;15/04/2023 00:00;13/04/2024 00:00
53;M;Impressa;1251,75;Anual;Mirassol;A DEFINIR;261;253;10;15/04/2023 00:00;13/04/2024 00:00
53;M;Impressa;1251,75;Anual;Mirassol;AEROPORTO;261;253;1;15/04/2023 00:00;13/04/2024 00:00
53;M;Impressa;1251,75;Anual;Potirendaba;A DEFINIR;261;253;11;15/04/2023 00:00;13/04/2024 00:00
53;M;Impressa;1251,75;Anual;Mirassol;LOT VILLAGE MIRASSOL;261;253;11;15/04/2023 00:00;13/04/2024 00:00
55;M;Impressa;1251,75;Anual;Olímpia;Centro;261;252;1;15/04/2023 00:00;15/04/2024 00:00
49;F;Impressa;1251,75;Anual;Uchoa;A DEFINIR;261;253;8;15/04/2023 00:00;13/04/2024 00:00
75;F;Impressa;1251,75;Anual;Guapiaçu;MONTE CARLO;261;253;11;15/04/2023 00:00;13/04/2024 00:00
53;M;Impressa;1251,75;Anual;Cajobi;Centro;261;252;12;15/04/2023 00:00;15/04/2024 00:00
54;F;Digital;1251,75;Anual;São José do Rio Preto;Jardim Novo Aeroporto;261;251;6;16/04/2023 00:00;19/04/2024 00:00
51;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Santa Tereza;261;252;12;16/04/2023 00:00;15/04/2024 00:00
51;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Atlântica;261;252;6;16/04/2023 00:00;15/04/2024 00:00
51;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Nazareth;261;254;11;16/04/2023 00:00;15/04/2024 00:00
75;F;Impressa;1251,75;Anual;São José do Rio Preto;Eldorado;261;252;12;16/04/2023 00:00;15/04/2024 00:00
70;F;Combo;468;Anual;São José do Rio Preto;Vila Diniz;104;101;12;16/04/2023 00:00;19/04/2024 00:00
56;M;Impressa;1251,75;Anual;São José do Rio Preto;Centro;261;252;1;16/04/2023 00:00;15/04/2024 00:00
56;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Industrial;261;251;1;16/04/2023 00:00;17/04/2024 00:00
53;M;Combo;468;Anual;São José do Rio Preto;Vila Aurora;104;101;1;16/04/2023 00:00;19/04/2024 00:00
83;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim dos Seixas;261;252;10;16/04/2023 00:00;15/04/2024 00:00
81;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Azul (Zona Rural);261;252;2;16/04/2023 00:00;15/04/2024 00:00
59;F;Combo;468;Anual;São José do Rio Preto;Eldorado;104;101;12;16/04/2023 00:00;19/04/2024 00:00
95;M;Impressa;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;252;10;16/04/2023 00:00;15/04/2024 00:00
86;M;Impressa;1251,75;Anual;São José do Rio Preto;Fazenda Monte Alto (Zona Rural);261;251;12;16/04/2023 00:00;15/04/2024 00:00
51;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;255;12;16/04/2023 00:00;15/04/2024 00:00
78;M;Digital;1251,75;Anual;São José do Rio Preto;Chácara Municipal;261;253;12;16/04/2023 00:00;15/04/2024 00:00
53;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;242;8;16/04/2023 00:00;30/04/2024 00:00
53;M;Impressa;1251,75;Anual;Tanabi;A DEFINIR;261;252;11;16/04/2023 00:00;15/04/2024 00:00
83;F;Digital;1251,75;Anual;Estrela d Oeste;Centro;261;256;12;16/04/2023 00:00;15/04/2024 00:00
86;M;Impressa;1251,75;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;251;1;16/04/2023 00:00;15/04/2024 00:00
67;M;Digital;1251,75;Anual;Mirassol;MARILU;261;256;12;16/04/2023 00:00;15/04/2024 00:00
67;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Redentora;261;250;10;18/04/2023 00:00;16/04/2024 00:00
92;M;Combo;780;Anual;Catanduva;Centro;156;155;12;18/04/2023 00:00;16/04/2024 00:00
88;M;Combo;780;Anual;São José do Rio Preto;Centro;156;152;12;18/04/2023 00:00;16/04/2024 00:00
95;M;Combo;780;Anual;São José do Rio Preto;Centro;156;152;12;18/04/2023 00:00;15/04/2024 00:00
54;M;Impressa;1251,75;Anual;São José do Rio Preto;Roseiral;261;250;10;18/04/2023 00:00;16/04/2024 00:00
49;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Bela Vista;261;251;8;18/04/2023 00:00;16/04/2024 00:00
49;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Novo Aeroporto;261;255;12;18/04/2023 00:00;16/04/2024 00:00
77;M;Combo;780;Anual;São José do Rio Preto;Vila Diniz;156;151;12;18/04/2023 00:00;16/04/2024 00:00
79;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Panorama;261;250;10;18/04/2023 00:00;16/04/2024 00:00
89;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Santa Tereza;261;250;12;18/04/2023 00:00;16/04/2024 00:00
81;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Redentora;261;250;3;18/04/2023 00:00;16/04/2024 00:00
81;M;Combo;780;Anual;São José do Rio Preto;Centro;156;153;12;18/04/2023 00:00;15/04/2024 00:00
85;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Nazareth;261;251;12;18/04/2023 00:00;16/04/2024 00:00
82;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Industrial;261;251;3;18/04/2023 00:00;16/04/2024 00:00
89;M;Combo;780;Anual;São José do Rio Preto;Cecap;156;155;2;18/04/2023 00:00;15/04/2024 00:00
78;M;Combo;780;Anual;São José do Rio Preto;Vila Aurora;156;152;1;18/04/2023 00:00;16/04/2024 00:00
81;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Congonhas;261;250;6;18/04/2023 00:00;16/04/2024 00:00
81;M;Combo;780;Anual;São José do Rio Preto;Jardim Santa Lúcia;156;155;12;18/04/2023 00:00;15/04/2024 00:00
77;M;Impressa;1251,75;Anual;São José do Rio Preto;Conjunto Habitacional Costa do Sol;261;251;12;18/04/2023 00:00;16/04/2024 00:00
82;M;Combo;780;Anual;São José do Rio Preto;Jardim Urano;156;128;12;18/04/2023 00:00;12/06/2024 00:00
83;M;Combo;780;Anual;São José do Rio Preto;Higienópolis;156;152;1;18/04/2023 00:00;16/04/2024 00:00
85;M;Impressa;1251,75;Anual;São José do Rio Preto;São Francisco;261;250;12;18/04/2023 00:00;16/04/2024 00:00
86;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Residencial Comendador Mancor Daud;261;251;1;18/04/2023 00:00;16/04/2024 00:00
88;M;Combo;780;Anual;São José do Rio Preto;Roseiral;156;151;12;18/04/2023 00:00;15/04/2024 00:00
89;M;Combo;780;Anual;São José do Rio Preto;Residencial Marcia;156;154;12;18/04/2023 00:00;16/04/2024 00:00
89;M;Combo;780;Anual;Engenheiro Schmitt;SAO DEOCLECIANO;156;154;12;18/04/2023 00:00;15/04/2024 00:00
85;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Damha;156;154;12;18/04/2023 00:00;16/04/2024 00:00
85;M;Combo;780;Anual;Olímpia;A DEFINIR;156;155;3;18/04/2023 00:00;15/04/2024 00:00
80;F;Impressa;1251,75;Anual;São José do Rio Preto;Vila Elmaz;261;250;3;19/04/2023 00:00;17/04/2024 00:00
82;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Novo Aeroporto;261;250;1;19/04/2023 00:00;17/04/2024 00:00
99;M;Impressa;1251,75;Anual;São José do Rio Preto;Solo Sagrado I;261;250;12;19/04/2023 00:00;17/04/2024 00:00
82;M;Impressa;1251,75;Anual;São José do Rio Preto;Boa Vista;261;250;12;19/04/2023 00:00;17/04/2024 00:00
67;M;Impressa;1251,75;Anual;São José do Rio Preto;Boa Vista;261;250;12;19/04/2023 00:00;17/04/2024 00:00
60;F;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Santa Catarina;261;249;12;19/04/2023 00:00;13/04/2024 00:00
48;F;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf II;261;249;12;19/04/2023 00:00;17/04/2024 00:00
58;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Santa Catarina;261;241;10;19/04/2023 00:00;30/04/2024 00:00
83;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Imperial;261;249;12;19/04/2023 00:00;17/04/2024 00:00
85;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Diniz;261;249;12;19/04/2023 00:00;17/04/2024 00:00
92;M;Impressa;1251,75;Anual;São José do Rio Preto;São Francisco;261;249;12;19/04/2023 00:00;17/04/2024 00:00
71;F;Combo;780;Anual;São José do Rio Preto;Estância Navarrete (Zona Rural);156;152;12;19/04/2023 00:00;16/04/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;Loteamento Parque dos Pássaros;261;250;6;19/04/2023 00:00;17/04/2024 00:00
68;M;Impressa;1251,75;Anual;Ibirá;Centro;261;250;12;19/04/2023 00:00;17/04/2024 00:00
81;M;Impressa;1251,75;Anual;Urupês;A DEFINIR;261;250;4;19/04/2023 00:00;17/04/2024 00:00
84;M;Impressa;1251,75;Anual;José Bonifácio;A DEFINIR;261;250;12;19/04/2023 00:00;17/04/2024 00:00
55;F;Impressa;1251,75;Anual;Uchoa;A DEFINIR;261;241;12;19/04/2023 00:00;03/05/2024 00:00
50;M;Impressa;1251,75;Anual;Bálsamo;DISTRITO INDUSTRIAL;261;250;1;19/04/2023 00:00;17/04/2024 00:00
50;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Imperial;261;248;12;20/04/2023 00:00;19/04/2024 00:00
77;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Palmeiras;261;250;1;20/04/2023 00:00;19/04/2024 00:00
51;M;Impressa;1251,75;Anual;São José do Rio Preto;Boa Vista;261;248;12;20/04/2023 00:00;19/04/2024 00:00
51;M;Impressa;1251,75;Anual;São José do Rio Preto;Boa Vista;261;225;12;20/04/2023 00:00;25/05/2024 00:00
96;M;Impressa;1251,75;Anual;São José do Rio Preto;Centro;261;249;12;20/04/2023 00:00;19/04/2024 00:00
124;M;Combo;780;Anual;São José do Rio Preto;Centro;156;150;12;20/04/2023 00:00;22/04/2024 00:00
78;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf II;261;244;12;20/04/2023 00:00;26/04/2024 00:00
78;M;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;253;1;20/04/2023 00:00;19/04/2024 00:00
94;M;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;251;1;20/04/2023 00:00;19/04/2024 00:00
85;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;249;6;20/04/2023 00:00;19/04/2024 00:00
80;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;249;1;20/04/2023 00:00;19/04/2024 00:00
86;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Celeste;261;245;1;20/04/2023 00:00;22/04/2024 00:00
85;M;Combo;468;Anual;Catanduva;Centro;104;100;12;22/04/2023 00:00;20/04/2024 00:00
64;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Sinibaldi;261;247;12;22/04/2023 00:00;20/04/2024 00:00
85;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Redentor;261;243;11;22/04/2023 00:00;27/04/2024 00:00
83;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;237;10;22/04/2023 00:00;15/05/2024 00:00
79;M;Combo;468;Anual;São José do Rio Preto;Jardim Nazareth;104;100;12;22/04/2023 00:00;19/04/2024 00:00
86;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Nossa Senhora do Bonfim;261;249;12;22/04/2023 00:00;20/04/2024 00:00
92;M;Impressa;1251,75;Anual;São José do Rio Preto;Eldorado;261;248;12;22/04/2023 00:00;20/04/2024 00:00
86;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Imperial;261;247;12;22/04/2023 00:00;20/04/2024 00:00
86;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Caparroz;261;248;12;22/04/2023 00:00;20/04/2024 00:00
53;M;Combo;468;Anual;São José do Rio Preto;Vila Maceno;104;100;1;22/04/2023 00:00;19/04/2024 00:00
79;M;Impressa;1251,75;Anual;São José do Rio Preto;Bosque da Felicidade;261;248;12;22/04/2023 00:00;20/04/2024 00:00
79;M;Combo;468;Anual;São José do Rio Preto;Vila Zilda;104;99;12;22/04/2023 00:00;20/04/2024 00:00
97;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Santa Cruz;261;245;11;22/04/2023 00:00;24/04/2024 00:00
87;M;Impressa;1251,75;Anual;São José do Rio Preto;Cidade Nova;261;247;3;22/04/2023 00:00;20/04/2024 00:00
79;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim São Marco;261;249;12;22/04/2023 00:00;20/04/2024 00:00
79;M;Impressa;1251,75;Anual;São José do Rio Preto;São Francisco;261;247;12;22/04/2023 00:00;20/04/2024 00:00
79;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Belvedere;261;251;12;22/04/2023 00:00;20/04/2024 00:00
54;M;Combo;468;Anual;São José do Rio Preto;Jardim Urano;104;84;12;22/04/2023 00:00;21/06/2024 00:00
81;F;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;252;6;22/04/2023 00:00;20/04/2024 00:00
87;F;Combo;468;Anual;São José do Rio Preto;Residencial Marcia;104;100;12;22/04/2023 00:00;20/04/2024 00:00
114;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;247;12;22/04/2023 00:00;20/04/2024 00:00
54;M;Impressa;1251,75;Anual;José Bonifácio;A DEFINIR;261;248;10;22/04/2023 00:00;20/04/2024 00:00
56;M;Combo;468;Anual;São José do Rio Preto;Fazenda Palhinha (Zona Rural);104;100;12;22/04/2023 00:00;19/04/2024 00:00
82;F;Combo;468;Anual;Fernandópolis;A DEFINIR;104;100;12;22/04/2023 00:00;19/04/2024 00:00
82;F;Impressa;1251,75;Anual;Mirassol;MARILU;261;248;12;22/04/2023 00:00;20/04/2024 00:00
49;M;Combo;468;Anual;Engenheiro Schmitt;BELA VISTA;104;100;12;22/04/2023 00:00;19/04/2024 00:00
49;M;Impressa;1251,75;Anual;Bálsamo;A DEFINIR;261;248;12;22/04/2023 00:00;20/04/2024 00:00
77;M;Impressa;1251,75;Anual;São José do Rio Preto;Centro;261;246;3;23/04/2023 00:00;22/04/2024 00:00
91;M;Combo;468;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;104;99;12;23/04/2023 00:00;20/04/2024 00:00
97;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf II;261;225;12;23/04/2023 00:00;24/05/2024 00:00
81;M;Combo;468;Anual;São José do Rio Preto;Jardim Maracanã;104;99;12;23/04/2023 00:00;26/04/2024 00:00
83;M;Combo;468;Anual;São José do Rio Preto;Jardim Yolanda;104;99;12;23/04/2023 00:00;20/04/2024 00:00
89;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Canaã;261;246;6;23/04/2023 00:00;22/04/2024 00:00
76;M;Impressa;1251,75;Anual;Catanduva;Vila Alexandria;261;247;12;23/04/2023 00:00;22/04/2024 00:00
98;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;247;12;23/04/2023 00:00;22/04/2024 00:00
51;M;Combo;468;Anual;São José do Rio Preto;Jardim Congonhas;104;99;12;23/04/2023 00:00;26/04/2024 00:00
124;M;Combo;468;Anual;São José do Rio Preto;Parque Residencial Damha;104;99;12;23/04/2023 00:00;26/04/2024 00:00
85;M;Combo;468;Anual;Macaubal;A DEFINIR;104;99;12;23/04/2023 00:00;20/04/2024 00:00
83;M;Impressa;1251,75;Anual;Mirassol;LOT VILLAGE MIRASSOL;261;245;10;23/04/2023 00:00;23/04/2024 00:00
83;M;Impressa;1251,75;Anual;Olímpia;A DEFINIR;261;246;10;23/04/2023 00:00;23/04/2024 00:00
81;M;Combo;468;Anual;São José do Rio Preto;PARQUE RESIDENCIAL DAMHA VI;104;99;12;23/04/2023 00:00;20/04/2024 00:00
88;M;Combo;468;Anual;Olímpia;A DEFINIR;104;99;3;23/04/2023 00:00;20/04/2024 00:00
89;M;Combo;468;Anual;Monte Aprazível;A DEFINIR;104;99;12;23/04/2023 00:00;20/04/2024 00:00
49;M;Impressa;1251,75;Anual;São José do Rio Preto;Centro;261;245;10;25/04/2023 00:00;23/04/2024 00:00
46;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Anchieta;261;246;8;25/04/2023 00:00;23/04/2024 00:00
52;F;Combo;780;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;156;152;12;25/04/2023 00:00;22/04/2024 00:00
51;M;Combo;780;Anual;São José do Rio Preto;Jardim Nazareth;156;149;12;25/04/2023 00:00;22/04/2024 00:00
85;M;Combo;780;Anual;São José do Rio Preto;Jardim Maracanã;156;148;12;25/04/2023 00:00;23/04/2024 00:00
53;F;Combo;780;Anual;São José do Rio Preto;Vila Maceno;156;149;1;25/04/2023 00:00;22/04/2024 00:00
53;F;Impressa;1251,75;Anual;São José do Rio Preto;Vila Borguese;261;246;10;25/04/2023 00:00;23/04/2024 00:00
71;M;Combo;780;Anual;São José do Rio Preto;Vila Zilda;156;150;12;25/04/2023 00:00;22/04/2024 00:00
73;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Hipódromo;261;245;3;25/04/2023 00:00;23/04/2024 00:00
54;M;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;250;12;25/04/2023 00:00;23/04/2024 00:00
54;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Industrial;261;246;8;25/04/2023 00:00;23/04/2024 00:00
97;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Esplanada;261;246;12;25/04/2023 00:00;23/04/2024 00:00
48;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Esplanada;261;246;4;25/04/2023 00:00;23/04/2024 00:00
50;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Alto Alegre;261;246;1;25/04/2023 00:00;23/04/2024 00:00
85;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Industrial;261;246;10;25/04/2023 00:00;23/04/2024 00:00
78;M;Impressa;1251,75;Anual;São José do Rio Preto;Higienópolis;261;244;12;25/04/2023 00:00;24/04/2024 00:00
89;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Zilda;261;240;8;25/04/2023 00:00;03/05/2024 00:00
91;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Santo Antônio;261;245;12;25/04/2023 00:00;23/04/2024 00:00
83;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Redentora;261;245;3;25/04/2023 00:00;23/04/2024 00:00
80;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Ipiranga;261;246;10;25/04/2023 00:00;23/04/2024 00:00
92;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Santo Antônio;261;244;12;25/04/2023 00:00;24/04/2024 00:00
61;M;Impressa;1251,75;Anual;São José do Rio Preto;Vila Bom Jesus;261;245;1;25/04/2023 00:00;23/04/2024 00:00
91;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;245;12;25/04/2023 00:00;23/04/2024 00:00
93;M;Impressa;1251,75;Anual;São José do Rio Preto;Centro;261;245;3;25/04/2023 00:00;23/04/2024 00:00
87;M;Impressa;1251,75;Anual;São José do Rio Preto;Residencial Ana Célia;261;245;6;25/04/2023 00:00;23/04/2024 00:00
80;M;Digital;1251,75;Anual;Votuporanga;Vila Muniz;261;246;12;25/04/2023 00:00;23/04/2024 00:00
92;M;Combo;780;Anual;São José do Rio Preto;Residencial Marcia;156;151;12;25/04/2023 00:00;23/04/2024 00:00
86;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;246;6;25/04/2023 00:00;23/04/2024 00:00
98;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;246;1;25/04/2023 00:00;23/04/2024 00:00
93;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;249;12;25/04/2023 00:00;23/04/2024 00:00
76;M;Combo;780;Anual;São José do Rio Preto;Jardim Congonhas;156;149;12;25/04/2023 00:00;23/04/2024 00:00
90;M;Impressa;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;246;10;25/04/2023 00:00;23/04/2024 00:00
75;M;Impressa;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;246;12;25/04/2023 00:00;23/04/2024 00:00
86;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Damha;156;151;12;25/04/2023 00:00;23/04/2024 00:00
90;M;Combo;780;Anual;Macaubal;A DEFINIR;156;152;12;25/04/2023 00:00;22/04/2024 00:00
77;M;Combo;780;Anual;São José do Rio Preto;Fazenda Palhinha (Zona Rural);156;148;12;25/04/2023 00:00;22/04/2024 00:00
114;M;Impressa;1251,75;Anual;Mirassol;LOT VILLAGE MIRASSOL;261;246;11;25/04/2023 00:00;23/04/2024 00:00
83;M;Combo;780;Anual;Fernandópolis;A DEFINIR;156;152;12;25/04/2023 00:00;22/04/2024 00:00
95;M;Impressa;1251,75;Anual;Mirassol;A DEFINIR;261;246;12;25/04/2023 00:00;23/04/2024 00:00
89;F;Combo;780;Anual;Cedral;A DEFINIR;156;152;12;25/04/2023 00:00;23/04/2024 00:00
86;M;Impressa;1251,75;Anual;Guapiaçu;A DEFINIR;261;246;8;25/04/2023 00:00;23/04/2024 00:00
87;M;Combo;780;Anual;São José do Rio Preto;PARQUE RESIDENCIAL DAMHA VI;156;151;12;25/04/2023 00:00;22/04/2024 00:00
61;M;Combo;780;Anual;Monte Aprazível;A DEFINIR;156;152;12;25/04/2023 00:00;22/04/2024 00:00
77;M;Impressa;1251,75;Anual;Bady Bassitt;A DEFINIR;261;194;2;25/04/2023 00:00;09/07/2024 00:00
52;M;Impressa;1251,75;Anual;Guapiaçu;A DEFINIR;261;245;10;25/04/2023 00:00;23/04/2024 00:00
78;M;Impressa;1251,75;Anual;Nova Granada;A DEFINIR;261;246;11;25/04/2023 00:00;23/04/2024 00:00
87;M;Combo;780;Anual;Engenheiro Schmitt;BELA VISTA;156;151;12;25/04/2023 00:00;22/04/2024 00:00
92;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Vivendas;261;244;12;26/04/2023 00:00;24/04/2024 00:00
84;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Conceição;261;247;12;26/04/2023 00:00;24/04/2024 00:00
93;M;Impressa;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;244;10;26/04/2023 00:00;24/04/2024 00:00
